0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
0.000018,0.000018,0.000018,0.000018,0.000018,0.000018
0.000061,0.000061,0.000061,0.000061,0.000061,0.000061
0.000144,0.000144,0.000144,0.000144,0.000144,0.000144
0.000281,0.000281,0.000281,0.000281,0.000281,0.000281
0.000486,0.000486,0.000486,0.000486,0.000486,0.000486
0.000772,0.000772,0.000772,0.000772,0.000772,0.000772
0.001152,0.001152,0.001152,0.001152,0.001152,0.001152
0.00164,0.00164,0.00164,0.00164,0.00164,0.00164
0.00225,0.00225,0.00225,0.00225,0.00225,0.00225
0.002995,0.002995,0.002995,0.002995,0.002995,0.002995
0.003888,0.003888,0.003888,0.003888,0.003888,0.003888
0.004943,0.004943,0.004943,0.004943,0.004943,0.004943
0.006174,0.006174,0.006174,0.006174,0.006174,0.006174
0.007594,0.007594,0.007594,0.007594,0.007594,0.007594
0.009216,0.009216,0.009216,0.009216,0.009216,0.009216
0.011054,0.011054,0.011054,0.011054,0.011054,0.011054
0.013122,0.013122,0.013122,0.013122,0.013122,0.013122
0.015433,0.015433,0.015433,0.015433,0.015433,0.015433
0.018,0.018,0.018,0.018,0.018,0.018
0.020837,0.020837,0.020837,0.020837,0.020837,0.020837
0.023958,0.023958,0.023958,0.023958,0.023958,0.023958
0.027376,0.027376,0.027376,0.027376,0.027376,0.027376
0.031104,0.031104,0.031104,0.031104,0.031104,0.031104
0.035156,0.035156,0.035156,0.035156,0.035156,0.035156
0.039544,0.039544,0.039544,0.039544,0.039544,0.039544
0.044269,0.044269,0.044269,0.044269,0.044269,0.044269
0.049331,0.049331,0.049331,0.049331,0.049331,0.049331
0.054731,0.054731,0.054731,0.054731,0.054731,0.054731
0.060469,0.060469,0.060469,0.060469,0.060469,0.060469
0.066544,0.066544,0.066544,0.066544,0.066544,0.066544
0.072956,0.072956,0.072956,0.072956,0.072956,0.072956
0.079706,0.079706,0.079706,0.079706,0.079706,0.079706
0.086794,0.086794,0.086794,0.086794,0.086794,0.086794
0.094219,0.094219,0.094219,0.094219,0.094219,0.094219
0.101981,0.101981,0.101981,0.101981,0.101981,0.101981
0.110081,0.110081,0.110081,0.110081,0.110081,0.110081
0.118519,0.118519,0.118519,0.118519,0.118519,0.118519
0.127294,0.127294,0.127294,0.127294,0.127294,0.127294
0.136406,0.136406,0.136406,0.136406,0.136406,0.136406
0.145856,0.145856,0.145856,0.145856,0.145856,0.145856
0.155644,0.155644,0.155644,0.155644,0.155644,0.155644
0.165769,0.165769,0.165769,0.165769,0.165769,0.165769
0.176231,0.176231,0.176231,0.176231,0.176231,0.176231
0.187031,0.187031,0.187031,0.187031,0.187031,0.187031
0.198169,0.198169,0.198169,0.198169,0.198169,0.198169
0.209643,0.209643,0.209643,0.209643,0.209643,0.209643
0.221445,0.221445,0.221445,0.221445,0.221445,0.221445
0.233562,0.233562,0.233562,0.233562,0.233562,0.233562
0.245979,0.245979,0.245979,0.245979,0.245979,0.245979
0.258685,0.258685,0.258685,0.258685,0.258685,0.258685
0.271664,0.271664,0.271664,0.271664,0.271664,0.271664
0.284903,0.284903,0.284903,0.284903,0.284903,0.284903
0.29839,0.29839,0.29839,0.29839,0.29839,0.29839
0.31211,0.31211,0.31211,0.31211,0.31211,0.31211
0.32605,0.32605,0.32605,0.32605,0.32605,0.32605
0.340197,0.340197,0.340197,0.340197,0.340197,0.340197
0.354537,0.354537,0.354537,0.354537,0.354537,0.354537
0.369056,0.369056,0.369056,0.369056,0.369056,0.369056
0.383741,0.383741,0.383741,0.383741,0.383741,0.383741
0.398579,0.398579,0.398579,0.398579,0.398579,0.398579
0.413555,0.413555,0.413555,0.413555,0.413555,0.413555
0.428657,0.428657,0.428657,0.428657,0.428657,0.428657
0.443872,0.443872,0.443872,0.443872,0.443872,0.443872
0.459184,0.459184,0.459184,0.459184,0.459184,0.459184
0.474582,0.474582,0.474582,0.474582,0.474582,0.474582
0.490051,0.490051,0.490051,0.490051,0.490051,0.490051
0.505578,0.505578,0.505578,0.505578,0.505578,0.505578
0.52115,0.52115,0.52115,0.52115,0.52115,0.52115
0.536753,0.536753,0.536753,0.536753,0.536753,0.536753
0.552373,0.552373,0.552373,0.552373,0.552373,0.552373
0.567998,0.567998,0.567998,0.567998,0.567998,0.567998
0.583623,0.583623,0.583623,0.583623,0.583623,0.583623
0.599248,0.599248,0.599248,0.599248,0.599248,0.599248
0.614873,0.614873,0.614873,0.614873,0.614873,0.614873
0.630498,0.630498,0.630498,0.630498,0.630498,0.630498
0.646123,0.646123,0.646123,0.646123,0.646123,0.646123
0.661748,0.661748,0.661748,0.661748,0.661748,0.661748
0.677373,0.677373,0.677373,0.677373,0.677373,0.677373
0.692998,0.692998,0.692998,0.692998,0.692998,0.692998
0.708623,0.708623,0.708623,0.708623,0.708623,0.708623
0.724248,0.724248,0.724248,0.724248,0.724248,0.724248
0.739873,0.739873,0.739873,0.739873,0.739873,0.739873
0.755498,0.755498,0.755498,0.755498,0.755498,0.755498
0.771123,0.771123,0.771123,0.771123,0.771123,0.771123
0.786748,0.786748,0.786748,0.786748,0.786748,0.786748
0.802373,0.802373,0.802373,0.802373,0.802373,0.802373
0.817998,0.817998,0.817998,0.817998,0.817998,0.817998
0.833623,0.833623,0.833623,0.833623,0.833623,0.833623
0.849248,0.849248,0.849248,0.849248,0.849248,0.849248
